path	label	pca_feat
s3://ad-p8-24/Test/Apple Braeburn/r_327_100.jpg	Apple Braeburn	[8.68533978419944,-2.964269610405481,4.18523190238848,-5.208695231682556,7.38894339850914,2.6439329025283085,-1.2412165715857821,4.850002380459264,-4.668732221150417,2.5936412785204945,4.066809580647259,0.8851042228834177,-1.3571118000878017,2.872055731206031,-2.9846525944785975]
s3://ad-p8-24/Test/Lychee/r_26_100.jpg	Lychee	[-4.133192920053235,5.181981805129409,0.533490463671618,-14.8136188179333,-7.123631497759068,-11.433617800709847,-4.152772916509826,1.0176741609237474,-5.561769226423066,3.2742269577267202,-3.379739669494019,-1.391665256486502,-3.715905741284665,1.0252316045765353,6.104518252079196]
s3://ad-p8-24/Test/Cantaloupe 1/105_100.jpg	Cantaloupe 1	[5.985354537864238,9.96836031027414,1.0345811823497733,2.97422578308811,-8.5173682309146,-3.428727064291908,-7.334779063970822,-1.7754250761946564,1.3139841283931029,-0.5299661136234606,5.11194749891019,1.6675669641455373,1.0033001732280613,1.8149779113340805,2.4801694983577915]
s3://ad-p8-24/Test/Limes/132_100.jpg	Limes	[6.030167260152886,12.97352048551974,2.2536769747868415,0.10785502693772943,-6.715198321384027,-1.361652932031063,1.2515488514735116,-3.0227827449962,-0.9070579146447895,1.009808718449411,3.8168178860273034,5.3517473521033265,2.414707595081402,-0.10541549504579911,-0.47982923794461096]
s3://ad-p8-24/Test/Cocos/12_100.jpg	Cocos	[-3.9627346730205306,10.837248687520551,-9.279830598713485,-1.3329536391720824,0.9459120257026573,-8.517355627062019,-2.559975550433502,-2.63058035490269,4.166405723852237,-2.8206258787892984,-4.328712670123573,-2.233235157383577,-4.058804679882009,4.954930624702858,-3.2702764129630184]
s3://ad-p8-24/Test/Mandarine/261_100.jpg	Mandarine	[7.196696295334342,10.180565738175911,3.1702739311555628,-5.910416235601205,-1.5260118919299321,-1.9646665502674843,-4.649967150272222,-4.295947102088799,0.8047199740002384,-2.5034575164361574,9.301722518640572,3.93011633570428,1.6550507928203084,-5.267427232146288,-1.1782744502866287]
s3://ad-p8-24/Test/Onion White/102_100.jpg	Onion White	[2.813860767044714,9.133243368149675,0.578792090237714,-1.0733776880110306,8.29070357719482,5.416392535370697,0.9237136011712513,-0.5639672312948154,-0.7033153190545582,-3.862782032414531,-6.854225546220761,0.3490568761096015,-0.23039703219540744,-6.9994047448825345,0.42702418832292965]
s3://ad-p8-24/Test/Limes/r_52_100.jpg	Limes	[6.093266125159261,14.733209571115815,0.617414229777213,3.694397403014792,-5.919676693968073,-1.6162266337740134,0.8295885608916092,-0.4982175946859456,-1.0081551531450081,0.5023066295989812,-0.1583694874541067,5.064128380155913,1.7524289076044988,2.934028041469256,-0.7210650338052204]
s3://ad-p8-24/Test/Orange/40_100.jpg	Orange	[9.860812580907583,7.650810279303937,2.899401232600871,-1.6401543748310858,-2.9621876858880594,-3.4870674462398306,-0.6634388402017432,-2.2009356840891923,0.7801870832872433,-0.4755580965704234,8.830690781921588,3.2397353015082238,-0.20243007898778498,-4.47562446857609,-1.5537001300958952]
s3://ad-p8-24/Test/Apple Red 3/66_100.jpg	Apple Red 3	[6.405711445548361,5.202018643674585,-1.5576859348752694,-5.290708175017651,7.01240471566132,-0.6809272940547414,4.611276242191533,-2.332169330573635,-4.461211653419198,-4.936686156185584,-1.1340183427660018,1.635455762586873,-0.20428488405973397,-3.5276289943834893,-1.923589534343033]
s3://ad-p8-24/Test/Pear Stone/r_85_100.jpg	Pear Stone	[-7.495824543830343,5.462094569987734,-5.7959503320565,-6.0670463650259565,0.21836160631472526,3.2915597060410584,-5.213951049126006,-5.1125649273066225,0.3705756571044969,6.596289525969142,0.20618654961621327,6.884226554195906,7.480624724959636,1.3297089896137217,-1.1388265842040293]
s3://ad-p8-24/Test/Pear Stone/r_176_100.jpg	Pear Stone	[-2.4162597224137783,10.959989691990868,-7.410357184939249,-2.7588945558518594,10.49566090561008,4.1691799817294815,-10.115426457021881,-1.8284216549609955,-0.08523636856059245,4.234755105565784,1.2918329691651043,5.181438114721964,3.767853089306711,3.562366831187814,-3.0369429237089185]
s3://ad-p8-24/Test/Apple Red 2/r_62_100.jpg	Apple Red 2	[9.99776007386029,3.9291451377376285,1.2950721892956323,-4.148149876303905,3.257607563608418,3.0876234989421714,0.12607194402792152,-0.7412128924782532,-6.200893782414131,1.375616602782757,0.4505468523190768,-0.5649733250816573,-1.5582819581990401,-2.1474531654849485,-0.7392326270635761]
s3://ad-p8-24/Test/Apple Braeburn/r_51_100.jpg	Apple Braeburn	[12.566829696712784,-0.501399106530228,2.1590135957188057,-3.249829559423887,6.967566728081288,-2.56087030856012,4.261082831748012,1.4458788667427962,-3.988329995512122,-0.09184193424455685,-2.2604062694345433,-0.42804568752925265,1.5855646469247744,-1.149452528945109,-4.609986554162733]
s3://ad-p8-24/Test/Mandarine/247_100.jpg	Mandarine	[8.399925587286646,8.790807166734094,3.767180510101068,-5.0918221299045605,-0.6365360154812738,-2.647015984771818,-3.9527530018577868,-2.7943618850504905,0.2769842307329752,-1.087130118076209,9.643416891929748,3.796684983738238,1.6718303765843923,-4.565490062326543,-0.30544445906311946]
s3://ad-p8-24/Test/Plum 2/r_58_100.jpg	Plum 2	[5.916817856533178,-9.403136967428859,-7.6447902924244575,2.2359830328903842,1.0296198040174949,5.294632565234003,3.96604794102273,2.6425381296608097,-2.4138031748287587,2.558728125086778,-1.3080144789699293,0.4550437647864957,1.1236184820844897,-2.615573957639125,-6.706635315324942]
s3://ad-p8-24/Test/Strawberry Wedge/287_100.jpg	Strawberry Wedge	[-3.2429934533814633,3.942828184713557,1.6555429859669866,-18.168576806111975,-0.1563786385729575,-12.084547039275092,0.6951268897863815,-2.27789378072247,-2.4528539149120143,0.7405623095172095,-0.10278603664681275,-2.230665340299559,-0.9740896007173989,3.274196824870121,4.4927558000728345]
s3://ad-p8-24/Test/Plum/81_100.jpg	Plum	[-4.856364445236929,-0.5122850307895116,-11.51866220472702,-3.7506032893120484,0.4356932686953958,7.787948790830117,3.2591533941048834,-0.34546262290613705,-0.566421427836503,-0.6654796476174728,2.6668582356834087,-4.200319577600849,5.188820159369093,-1.7580283589978485,-2.0549110061671616]
s3://ad-p8-24/Test/Apple Red 2/r_94_100.jpg	Apple Red 2	[7.825098456610191,4.443782970313181,3.786249002413726,0.19028248084528074,0.48392297829972314,5.92961620912625,2.442206945098901,3.117779533890628,-3.2354520727354945,2.498723722119472,0.3056198831708445,-1.7225895641875686,-5.431320758424344,3.6445321158553674,1.836527170918322]
s3://ad-p8-24/Test/Cucumber Ripe/42_100.jpg	Cucumber Ripe	[-17.67178314958982,-5.088535086204765,5.978861238029754,2.5506257589918118,12.27779422795272,-2.094925366487071,-10.547485544125895,-11.446668710199951,9.8415949126347,17.385954537437854,7.3138424080342945,-9.327542081471007,-3.3424899895666456,1.123719161168482,-3.1846678968998243]
s3://ad-p8-24/Test/Peach/73_100.jpg	Peach	[6.130476998667523,7.197790187460588,-2.20581757646792,-4.011593271893362,2.925591734181823,1.4145687963133522,-1.3068441129166168,-4.000953375401724,-4.389807280805691,-4.535279220153243,0.6783976776516718,0.49835145069960457,-1.1992848474106739,-4.176329864831273,-1.3639114202045322]
s3://ad-p8-24/Test/Apple Red 1/r_79_100.jpg	Apple Red 1	[4.920258250987354,4.388913797914416,-0.8421512393340777,-4.521411226742502,4.427979941549169,6.8337118330117885,-1.7074478742629295,-2.110887649836898,-5.088443798424994,-2.0801594475539336,0.5681149449713644,1.548167735267778,-4.50908383061445,0.6459865844134194,0.5925562974130807]
s3://ad-p8-24/Test/Apple Red 1/r_77_100.jpg	Apple Red 1	[4.839563777055974,4.66145508663916,-1.7839367331942984,-3.1336010496372726,6.167515226980722,7.393064321154961,-1.4134168911255995,-1.941207784735784,-5.0765268614055,-1.8831090534390957,-0.8251736737630088,0.05629160779698673,-4.2406514305560945,0.779539136189119,0.3743414552087148]
s3://ad-p8-24/Test/Apple Crimson Snow/137_100.jpg	Apple Crimson Snow	[11.924662152477477,1.0697586296900479,0.44932305006780643,-4.8085158540587845,4.4886407238112165,-1.9104410329714274,1.2073553626296418,0.009802979232413845,-6.836968653666959,0.08309623434545507,-1.0057907403711208,3.4014714925237737,2.322598226472898,0.8460940630770936,-1.409524191695079]
s3://ad-p8-24/Test/Apple Red Yellow 1/69_100.jpg	Apple Red Yellow 1	[6.06589971184678,6.779192152732192,-0.40936111897008104,-0.40117621167318285,-2.862625938173545,3.5713327238575747,-3.485739627977669,-3.0356311995286474,-3.2109037032472427,-3.0747826059279744,-2.382348095341188,-1.3126324137575276,0.009420872119528382,-2.3644674319430803,0.8753017243509748]
s3://ad-p8-24/Test/Kiwi/8_100.jpg	Kiwi	[-4.407887315487981,10.086076138738555,-6.4598816549297915,-0.7407362282860317,-0.3375636817263554,-4.796705668133974,-3.9524096091813323,-9.468129505896426,4.437040402727782,2.17204594669605,-3.11471709003493,0.44391836230302983,-2.132233390410091,2.561917943525586,-4.064653287169545]
s3://ad-p8-24/Test/Plum 2/r_201_100.jpg	Plum 2	[8.650313217999848,-8.368268487252317,-2.2744975533882448,-4.54457383776937,1.107661846745247,6.305055153350189,2.1824147220916217,-0.0414261032912361,-4.256900998918866,-1.4477980867420068,-0.7221186334809743,0.28996602861471277,2.0785658838412955,-0.050734485475374694,-4.869537098866895]
s3://ad-p8-24/Test/Huckleberry/r_28_100.jpg	Huckleberry	[-4.318326809942919,-11.82071045206561,-8.99390147110527,3.2843528374431465,-1.267312687245816,11.520796166941235,11.921907760400211,2.5354877595974563,1.7975929000117872,2.637063008218756,3.1845392524801794,1.8740133301859638,10.68097346789001,1.494315935360871,-9.562951238512372]
s3://ad-p8-24/Test/Walnut/r_184_100.jpg	Walnut	[-13.746939226508546,3.188495780042017,-14.64489817609946,3.508450782816848,2.7011589352210468,13.36833068713783,-9.533823910014076,9.943755404230206,2.9660661875322325,-3.14137812556497,6.0395193396126,-0.2334182549694317,1.5255614459347735,2.030868563055392,3.1315971371916107]
s3://ad-p8-24/Test/Apple Braeburn/r_69_100.jpg	Apple Braeburn	[10.87275353935893,-0.8772940978096273,2.0315518251558444,-4.323643630121321,3.841541373729826,-0.5150743365918995,5.189037794679066,-1.5123718723978175,-4.735239006317402,0.09204775130727334,-2.460090217392067,-0.717519857954854,0.03223323091633205,-0.8184018172505486,-2.5257373909666128]
s3://ad-p8-24/Test/Kiwi/r_5_100.jpg	Kiwi	[-1.9457581307585394,11.461301482484949,-0.9645873219281755,-1.4358720524071305,5.720433650326884,-0.573078436790532,0.591430412023415,2.8475051735270753,1.8448772280699763,3.5199508457865583,-0.14113995404053667,2.534111351315808,-5.3716801226020845,4.44842071187957,-1.6458970817629412]
s3://ad-p8-24/Test/Tomato not Ripened/161_100.jpg	Tomato not Ripened	[-3.4358634968632087,-0.530775119657801,-4.014423538307375,6.686803462606492,2.602083882305145,4.8356890820088365,9.342798121716227,7.874768958559481,-1.3723376741384323,-1.7509663117790362,-2.0642615582561126,-2.168287949779196,6.541638246175882,4.178568466004052,3.953196229037972]
s3://ad-p8-24/Test/Apple Red 1/35_100.jpg	Apple Red 1	[7.2300764818901655,4.951821942380366,1.7456103418930042,-6.24851438882583,3.8055404098914747,-1.0476015149655569,2.406007339620946,-4.790801462223884,-3.312939455439595,-0.5008762634605197,-0.8173319644346017,-0.2537627027348578,-0.21823962639668934,-0.4763869670534985,-0.5798883258590024]
s3://ad-p8-24/Test/Mango Red/251_100.jpg	Mango Red	[9.51627698562123,-1.6009736673914572,-6.499139587722282,-1.5693437677287347,6.444819423301727,-1.0091405421551698,-3.8886493649447287,-3.9139125683261864,0.8263253942738413,-0.5703087032504587,0.42886649910329444,-2.0900120408108793,-0.17133196963834563,-4.178332099030449,-0.030127009298257457]
s3://ad-p8-24/Test/Peach Flat/r_85_100.jpg	Peach Flat	[6.345586532530164,0.24554836379056105,5.806069494094806,-6.424949058652668,4.445233032233867,6.657347562465206,1.4605750225153122,-1.4207191816678213,-1.8407059539427306,0.18887666924720314,3.50403741500646,-1.4177296945429432,-4.2004078237164615,0.9489871041667238,2.1970553926734877]
s3://ad-p8-24/Test/Tomato Heart/r2_38_100.jpg	Tomato Heart	[-4.964175621547012,-17.886565828597018,-2.3205635299376843,-0.31928765913601487,-1.2549408679806542,2.7149252651553626,2.4647106973992656,-5.489198487720309,3.6112920384553115,-4.55195860436216,0.21048149548199455,2.2405991912798036,-4.91142182034022,2.5982570409251466,0.05971391381721547]
s3://ad-p8-24/Test/Tomato Heart/76_100.jpg	Tomato Heart	[4.481514982181433,-12.255378906626259,-4.905478636724809,-1.4868401257688952,1.8108394831509957,7.0377216667784515,3.9932837767592666,-2.0743505222881247,-0.3755824586875305,-2.4540594358722627,-3.8803077746223127,-0.1937735746375065,2.785506521461517,-1.137735904927955,-0.9869735867490727]
s3://ad-p8-24/Test/Grapefruit White/43_100.jpg	Grapefruit White	[10.453923519928816,9.302728278202956,5.515851240586875,4.8580987939786295,-5.9983688979175875,0.8823885277445664,1.8992552434266865,1.404720950813424,-0.4351020380014308,-0.3233682706023261,0.12389840579272805,0.05787904319781069,-1.0205151927951577,-1.2401099682651173,-0.9779546965479939]
s3://ad-p8-24/Test/Potato Sweet/r_177_100.jpg	Potato Sweet	[-2.9763451261246154,11.202950985354233,-6.026772967884082,1.341353844230425,6.955046021252548,2.9225926478263986,-3.8259494831479524,0.11974774030099396,-0.9712568399998319,1.3926777280638107,-5.5867357588868005,4.635940113944448,-2.7686299719550163,-0.8177245444435123,-3.602840455730923]
s3://ad-p8-24/Test/Tangelo/r_3_100.jpg	Tangelo	[11.538427128285296,0.7839976803741683,5.017061487222064,-1.1809902504695675,1.3643245314571872,-0.2740708651484792,-3.955673474398403,2.430331407841629,1.4385432565300642,-1.9952886653773731,8.013847273154013,1.3869611341638166,-1.3441182176769972,-4.853023951610613,-4.117557620005502]
s3://ad-p8-24/Test/Mango Red/2_100.jpg	Mango Red	[8.950808849595152,-2.070402146446476,-5.669908372958115,-3.747775942882549,9.83519178506651,-1.3108387393458163,-2.697497522457917,-4.7476779966834135,-0.47552281703734134,-0.855542401746385,2.483799435140874,0.19791518998204383,-1.3924771196689119,-3.025374196329122,-2.505443124007254]
s3://ad-p8-24/Test/Plum/r_52_100.jpg	Plum	[3.998047355917544,0.3336473850524283,-12.367527964473606,-2.796324024504868,1.5482318768264027,2.6831305753243413,0.3457774005192059,-2.4908181981249093,-5.450699605375537,-1.1959656231688853,0.40691775432692157,0.8800104900477504,-1.7956911713647024,-2.5354594878764276,-5.033128808069587]
s3://ad-p8-24/Test/Pepper Orange/r2_289_100.jpg	Pepper Orange	[-3.926342358812647,-10.70401852918426,10.059388604858489,-0.22668806794927912,-3.3634429544573075,8.096684447143184,-3.269036143229106,-6.020166700929934,5.056953805260348,-5.833379295151755,3.6402988562446343,2.531312799507505,-8.814802232716938,0.47948446413596973,-0.828528030860469]
s3://ad-p8-24/Test/Pepper Orange/r2_279_100.jpg	Pepper Orange	[-1.4283517687826734,-9.742361432523127,8.12909690755978,-3.859013443045857,-2.7664049104860298,11.38208005541618,-0.9096893840633562,-0.6602236496430612,3.932439193057265,-4.76572811434346,5.4784865570405055,2.244519583148942,-8.887584686768271,3.923435336831292,-1.3292466264978104]
s3://ad-p8-24/Test/Fig/r2_110_100.jpg	Fig	[-2.8419865645754268,0.17609630060502185,-5.3949924574156976,0.05565571949192813,1.5060619478631423,15.001210008810233,-1.6723118330128375,2.3308056890650044,0.7899824390311437,-0.9940506441224031,5.210843047441717,-5.612046308628448,1.1013582652964542,3.4565904822210567,7.214488859934304]
s3://ad-p8-24/Test/Pear/58_100.jpg	Pear	[0.9455632103852265,14.18028364746888,2.3705986611478944,5.611667983943249,3.2434999882517292,-7.448430004935527,6.193043969284974,-0.07051307653612103,5.514622344431206,0.050776811592914285,-2.272856357601925,4.241592572879171,-2.3135387706380857,6.789591339304639,0.7920864149744398]
s3://ad-p8-24/Test/Strawberry Wedge/r_258_100.jpg	Strawberry Wedge	[-9.988054008286472,-0.9627468060961355,5.653507988367096,-15.054795874016252,1.4988816233712323,-9.70169782642171,-2.469700193825748,-11.154869855044229,-0.7832298865463905,4.436501000382742,2.7906259898134604,-6.03221896668942,0.6312285806164313,5.789607606964843,4.116562487850176]
s3://ad-p8-24/Test/Grapefruit Pink/r_223_100.jpg	Grapefruit Pink	[13.575289621690128,-2.0021256906733966,8.33253147349191,3.4756059715265444,2.29565931419418,-4.123889693620742,-5.42145221992408,6.718007781331578,8.17435831808673,1.6080085931189598,7.2139970788190375,-3.257066459896158,-0.3638935376734555,-6.540626742189021,-1.994606066869628]
s3://ad-p8-24/Test/Apple Red 2/78_100.jpg	Apple Red 2	[10.400878154666412,3.0430262645218895,0.7597934042084389,-1.7264119977331387,3.1342963128824546,-2.3449995870243434,4.066081489153331,-1.9915158602995848,-2.2985863659664996,-1.5349529161213502,-1.2799438685482352,-1.3475300958351777,-1.3622995990248568,-2.4725887788820295,-0.5955423148139873]
s3://ad-p8-24/Test/Fig/r2_127_100.jpg	Fig	[-6.998565823670395,1.7795623973706725,-6.721577566445549,1.1848873020865827,3.6566683225577643,14.801370457223456,-2.0752737667795635,9.212409414136925,-0.3416138964335152,-1.6818311171337765,8.800999833628515,-8.87707818266888,0.4181208724677364,5.470354028008182,8.169618419293272]
s3://ad-p8-24/Test/Tangelo/66_100.jpg	Tangelo	[11.213382679362851,-0.5472548485205138,10.034475305143589,-0.902780999549809,1.246169098187684,-5.172749861995968,-3.570919039258231,0.7120897120293036,5.943926209995865,0.2518936172785669,11.113237419283674,1.8323440401075417,3.1970903521148424,-6.287149214977135,-2.6901079650522353]
s3://ad-p8-24/Test/Pear/r_325_100.jpg	Pear	[1.8641862493251231,14.063377373814362,-0.3952779939264628,5.458269355670965,1.9106808820491619,-2.8958974522555194,3.669808245453348,-0.4758132195424887,-0.1033712265553006,3.1554477900465616,-5.534048046874563,4.599527746416048,-3.399758698166363,4.97237121635203,-0.8027596684228594]
s3://ad-p8-24/Test/Huckleberry/246_100.jpg	Huckleberry	[-2.4292058715418774,-7.2291623582106155,-9.603833736787198,-0.3025035364020351,-6.594705445595479,5.925437056910158,9.188940393474095,-1.0628335311610355,-1.4436481959529985,-0.7565609022331006,3.025689183733244,3.1315817754571262,3.8719004263716346,-2.068599746615724,-0.26719012857288305]
s3://ad-p8-24/Test/Huckleberry/222_100.jpg	Huckleberry	[-1.3179156241948349,-5.004765773513384,-8.346320018466196,-0.6231186718278383,-5.782792285894551,6.157945174204611,10.46858177295591,-2.5625952014786724,-1.9914709453716182,-0.9988831796127744,2.364025140316889,3.4499213254711854,3.7250003478551523,-3.0547593772347117,1.411753055863089]
s3://ad-p8-24/Test/Pitahaya Red/r_158_100.jpg	Pitahaya Red	[-12.004327306514472,-7.095419672558615,4.995065966261053,-10.92476733957602,8.07217751225291,4.501942633981763,9.58157331904722,7.040898315742281,-4.529230946359675,-10.591474553857555,-4.07020180728881,10.501856809767983,1.7509637261161544,-1.7198430026332838,1.9108930664715928]
s3://ad-p8-24/Test/Kohlrabi/r_8_100.jpg	Kohlrabi	[-13.690973494508608,-1.6724393709554035,1.8098905142963402,-4.524257731788901,-11.515021120992719,3.2102310782031815,14.208321435937503,-3.2883939274660854,6.4240221339184505,-1.2347714427944538,-3.943004516829568,9.424073145228938,3.624830151615794,-6.358251767438883,0.9848125027445633]
s3://ad-p8-24/Test/Blueberry/r_248_100.jpg	Blueberry	[-5.787798756534877,-7.458893365008292,-20.352623356416245,8.300571656416196,-1.0249890414547873,7.6357218841698895,-1.7669997643180606,10.687549211557231,0.2000863773193975,3.7900144979955472,15.111950120125769,2.6036039263781348,3.0348220790902194,3.469611756961341,-0.6732286882983696]
s3://ad-p8-24/Test/Pepper Green/r_236_100.jpg	Pepper Green	[-2.7682001815641075,-7.879953963546934,1.8784351369517096,2.8954854583279364,-10.558125302217256,11.006042556586795,8.78190463138333,-9.783342758419733,0.6974751170472406,5.466099400812474,3.5167852461452904,2.4127770481679107,-3.228123821718341,4.258212496255112,-1.5361101766071972]
s3://ad-p8-24/Test/Onion Red/r_53_100.jpg	Onion Red	[-5.113924039441597,-0.4623360068783958,-7.737826420413828,-2.6707797506808197,4.976922608618776,2.8784892403539004,6.247320765604251,3.1350430703241234,1.7028666001842827,-6.973796497425454,-2.5865021046208425,-5.506693744453671,-3.471459082621784,-5.200687909533539,7.285204864961168]
s3://ad-p8-24/Test/Pomelo Sweetie/32_100.jpg	Pomelo Sweetie	[8.622322485174571,9.046864289422198,4.715146177903822,2.631018821824743,-4.426680288777214,-0.4456688215991261,1.7583461164834129,-0.7613782286711859,-0.8707647948142976,1.527790805919799,4.73567007302908,2.1238142087477914,0.5188582588464059,-1.3586851382447274,1.9568447145319834]
s3://ad-p8-24/Test/Tomato 1/r2_161_100.jpg	Tomato 1	[6.729481220733983,-9.723833875088006,0.09717651450107045,0.9142597008294372,0.07482911668084422,0.8435806340179839,-4.194893234830542,-2.724803055237888,0.9190034596368433,-4.562038130673644,-1.282287328752771,1.4509391832207916,-3.28126878397437,-1.3410690564285401,1.8353910001900475]
