path	label	pca_feat
s3://ad-p8-24/Test/Pear Forelle/r2_154_100.jpg	Pear Forelle	[5.41921315430584,12.614707751809952,2.940650164216925,3.227532305692159,3.3086451390731826,2.39982554851057,-0.6374850071329783,7.630139416731165,0.28522776460929167,7.418150957528304,-1.2452363773632729,3.4447010552367643,-7.438885189501583,8.279317650950071,-1.6620696642781945]
s3://ad-p8-24/Test/Orange/r_60_100.jpg	Orange	[9.410596640642927,7.927702894316159,3.9129474121036085,-2.7495912023097357,-0.325161016248715,-4.667388500508126,0.45902400597707227,-1.7277285317336064,0.26802277158743515,-0.31837271656510135,7.677129033259259,2.4953032173758247,-0.1116474200852385,-4.041304113196983,-1.1208021596485835]
s3://ad-p8-24/Test/Pear 2/r_229_100.jpg	Pear 2	[6.340376282374437,13.789495363343383,1.8853756366661762,5.6013301567895715,4.324701028559536,2.963096707842014,1.5509602419656499,4.834972260093665,-2.4239732455926024,2.692908253776599,-3.7751343244434703,0.5563168021320637,-4.105883835110219,3.3482908459288816,0.4802160959471502]
s3://ad-p8-24/Test/Apple Crimson Snow/r_63_100.jpg	Apple Crimson Snow	[6.915703193578587,3.9122795197281617,5.522064646063211,-3.1698444201703504,1.9804963110872664,9.072265699047929,-0.4640144096145126,3.945651062252115,-5.716090226774794,5.2739293942014465,5.677782967943941,-1.1013865796090136,-5.399890325175851,6.24395065010069,2.7295338235730173]
s3://ad-p8-24/Test/Ginger Root/185_100.jpg	Ginger Root	[-29.911808673920643,1.8285306178775536,-1.4742312310877552,-4.240608615617652,-7.5418998034138705,4.429215687424266,-8.125916309870444,7.619482585982698,11.055838800861471,10.613044699854255,-2.6957815653158197,12.891450017893149,0.38828655166945547,-5.06774113223283,-8.06243171586302]
s3://ad-p8-24/Test/Pear Stone/r2_27_100.jpg	Pear Stone	[1.0177851982852948,11.955823485079621,-3.3795000172772443,-2.181206887717544,4.410966977489206,5.260721680321743,-4.455652667685895,0.16515425948161047,-4.0243893805945,7.354159008151659,0.8160998985048392,3.9786086480627234,-0.5496709144861339,5.745279275116214,0.48487887654417083]
s3://ad-p8-24/Test/Pomegranate/325_100.jpg	Pomegranate	[10.997124864626945,1.3184949251371023,-0.8959597361163418,-7.233845494879727,6.927850357804353,-0.38107798633891976,2.5870276719786514,-0.579287425559848,-8.664942474753804,-1.3820600193361707,-1.0786110676684755,2.1494623720751256,2.2652973215196193,-1.1968424890564928,-3.20242462865225]
s3://ad-p8-24/Test/Pear Stone/r2_312_100.jpg	Pear Stone	[-2.3066775884472372,11.55641963327567,-4.321147021135459,-3.8661783852865796,6.605650661784625,3.9028537732792032,-5.977859913317287,0.9883797217223466,0.17023176152996647,9.608427672141717,-0.6267947765651429,5.669205545945349,3.284199052690129,5.142541121105416,-1.33541489516165]
s3://ad-p8-24/Test/Walnut/182_100.jpg	Walnut	[-7.745652433422257,9.613903235904036,-12.679721157203955,-1.8564915714897083,0.23329487515714054,2.0022468380532223,-11.274920684532287,-3.6316974717848254,-0.671078563569507,-3.0058666949421844,-0.7479877311204561,2.184575835837044,7.301576191931897,-2.2367512273002275,1.9234306652446025]
s3://ad-p8-24/Test/Onion White/100_100.jpg	Onion White	[4.225239963690618,10.408126718985171,1.3808742232016802,0.6683098657019495,7.1848499296391495,3.8491852531674025,-0.4456708336862131,-0.6173662955490907,-1.132139343685068,-2.976536924356461,-5.826539700032718,1.3713376147229537,-0.5178026168531035,-5.293978125140278,0.6016261246752738]
s3://ad-p8-24/Test/Orange/31_100.jpg	Orange	[10.5154131891052,7.5855013648363885,3.3982567878123136,-1.8622111241467696,-1.6938032371444394,-4.008584600560119,-1.587137078278567,-1.9612853681016686,-1.1888698716208332,0.6064829075225213,8.430844732247971,3.136819631746447,0.24820049544500644,-4.157382559395407,-0.07444633650250074]
s3://ad-p8-24/Test/Walnut/315_100.jpg	Walnut	[-3.7824330178959102,9.240631646593318,-12.369475044770317,-1.207190769656395,-1.4929353123699487,1.08773346663207,-9.25047909589764,-5.827362324013891,-1.1931618984631538,-3.3558958336561235,-1.0477386431132603,2.535856913041913,3.9748633802960245,-2.7698468408255525,1.3856966414757237]
s3://ad-p8-24/Test/Mandarine/r_69_100.jpg	Mandarine	[5.136017397229262,7.533858387158975,4.171073950554957,-3.3771556943626893,-2.540008745044592,1.3051117953321743,-1.2038384204743295,0.2461725855676225,2.3174518382402467,-5.752387815122273,6.80744219160822,2.848228311312151,5.2098147321131565,-4.91977422668086,-3.109919878796484]
s3://ad-p8-24/Test/Cucumber Ripe/211_100.jpg	Cucumber Ripe	[-11.636151583271474,-2.276125944308957,5.575784277702746,2.0065891407292846,8.28155503211906,1.3588457940237135,-6.722707306670731,-13.13941040812547,5.9969511647032885,14.33877035598457,4.135008297805768,-9.609383645385295,-4.729969430179896,1.1982220700194406,-2.487685870096623]
s3://ad-p8-24/Test/Apple Braeburn/r_50_100.jpg	Apple Braeburn	[12.20479985864413,0.16422870253240057,2.133179554948889,-3.6048283412372046,7.756980479023395,-2.37822306802829,3.8481638979738335,1.318103512730558,-4.406244248939392,-0.7887930282456477,-1.8967313388506042,-0.5308875971640545,1.458789956987321,-1.4671418104047702,-4.441520711868002]
s3://ad-p8-24/Test/Pear Stone/r_172_100.jpg	Pear Stone	[-3.1043983167592506,9.32904316602758,-7.506024660979189,-1.7716726592832428,8.783941064691106,4.303927430622527,-10.351898569087076,-2.9208063941653264,-0.7096694800927598,3.2194679964205464,1.417588549024263,6.065961623912791,2.9420757571042015,1.0011155365298277,-3.5689171865507068]
s3://ad-p8-24/Test/Rambutan/r_259_100.jpg	Rambutan	[-17.172539838386363,1.3843643615493033,-10.206866217083816,-11.888810183080688,-12.08163321985072,-14.905072326860529,-3.1827588495716075,15.469813655326611,-0.6137878954692106,-5.808279624353039,3.3633896572235646,-10.3073116157122,-15.75186780518645,4.759378554101649,-6.87861297693473]
s3://ad-p8-24/Test/Apple Red Yellow 1/r_43_100.jpg	Apple Red Yellow 1	[3.77196397721023,8.277203096628021,7.148920480974811,-0.4584367748469845,2.7645663737024493,7.966480451073411,0.2565624993375934,8.889165319505082,-3.8986839865522236,2.719542610609377,4.030109859846777,-0.9141043310925491,-5.569940295402456,5.763952926209768,1.7622480079048304]
s3://ad-p8-24/Test/Mandarine/222_100.jpg	Mandarine	[7.763527630535067,9.262535740216924,4.646747517149509,-7.367528169357014,-0.8739264993803011,-2.9676501707152987,-1.379867109314427,-2.018261963486999,0.01601812692569212,-2.0557560957991945,10.785188778191106,4.707060106423957,3.6127286730949466,-5.06049585583923,-1.0714476609900272]
s3://ad-p8-24/Test/Cucumber Ripe/178_100.jpg	Cucumber Ripe	[-15.613739920535428,-3.1408070969443367,3.3043232902132265,1.1945166549526092,9.861761078047445,-3.2825528736150957,-8.448339877694444,-13.421800540203664,9.316748420853465,11.58275965666952,4.8461973314485185,-8.217348168091894,-4.097692725456045,0.3932943358219069,-2.09646714492465]
s3://ad-p8-24/Test/Nectarine Flat/r_23_100.jpg	Nectarine Flat	[9.811243715393111,-1.221775159553918,1.90443905630651,-5.47698062184756,4.7586100853477795,6.232729142990599,-4.290836429866385,2.7108290899068797,-2.9485564185134234,2.7584195493885852,6.776759607625867,1.4413742159444098,-1.8739605981966667,2.325064649919423,-2.1368181784761604]
s3://ad-p8-24/Test/Pear 2/r2_277_100.jpg	Pear 2	[1.7264209922245355,6.468753071090803,4.165744455402674,4.364890126428655,4.216825033750251,-1.4349562221117589,2.183621629093515,7.800519318528444,1.9266189141805776,0.4116418426362135,-1.3926413770753958,1.5532300705876034,0.19176309452639445,5.60100367692452,3.874215844818871]
s3://ad-p8-24/Test/Apple Red Yellow 1/r_58_100.jpg	Apple Red Yellow 1	[4.601430264294744,7.587585300848875,3.2787450274095318,0.14401581403902045,6.352245735614383,7.376155525137051,0.3456899932085861,5.265347344143319,-4.038912643753325,2.332972232063239,0.9461991143559697,0.1350353872089074,-3.8240269199653993,1.3238100982082963,1.0741789954126795]
s3://ad-p8-24/Test/Plum 2/153_100.jpg	Plum 2	[12.404262396071282,-4.506620848696557,-3.8587532181308295,-2.320781864519317,3.7362561978570543,2.1358682799685176,-0.2580017014309277,1.9186066511083395,-7.105626342951741,2.3846096515384447,-1.0259851244949771,-0.07640675864730813,3.4585117429395384,-0.44490522226781765,-6.239583760413084]
s3://ad-p8-24/Test/Plum 2/109_100.jpg	Plum 2	[9.389955240215983,-5.094348768337273,-4.326977306605167,-3.826993922205769,-0.43545936626897713,6.689485741094311,0.2151458654732204,-0.9265288107234643,-5.31853381424829,-0.035738376322697975,1.2829201403265424,0.3719325016326402,1.6937101690570706,0.8086533757847139,-5.532563089974785]
s3://ad-p8-24/Test/Cucumber Ripe/164_100.jpg	Cucumber Ripe	[-12.646955935907672,-2.1566563483576235,0.486813935219056,6.179644417309872e-05,9.16362433480688,-4.990307750505105,-6.633527596099381,-13.626817196458834,8.812003322908383,6.029899038791698,4.257801159341681,-7.327976553186715,-0.4419236374789838,0.6171521751374992,-1.0630249268507628]
s3://ad-p8-24/Test/Kiwi/53_100.jpg	Kiwi	[-2.2576104900889225,9.103282881531817,-7.0598891034124005,0.6677170632087668,-1.5950949230975815,-6.863348925819289,-2.8384019376395555,-5.968377717096232,2.7682258442080085,-0.2789772880842564,-2.684932908252488,-1.3525968899591996,-3.2263783381462487,4.629139816522286,-2.7990685582263657]
s3://ad-p8-24/Test/Tomato Heart/r_95_100.jpg	Tomato Heart	[2.0249107987619066,-9.778029377355352,0.7347948491536924,-5.340119861532535,-7.733092152557411,10.094070294802908,2.8622492013300787,-6.843339424551274,0.04288007722994948,0.6323240511691646,1.8636396224230147,1.8443801687009242,-4.361540092811374,3.886865374764096,1.8837015115741205]
s3://ad-p8-24/Test/Pepper Orange/96_100.jpg	Pepper Orange	[2.184169376216366,-4.030335075955889,3.0807049138535905,-3.3540684470109534,-5.065586734704212,9.866285728049846,-0.024101358908850443,-7.910591659633699,3.1736728932519336,-3.0953218466927,0.5682870247483897,-4.482051402625234,-2.1298661612524357,0.6734850016882519,-2.259293103427172]
s3://ad-p8-24/Test/Kiwi/52_100.jpg	Kiwi	[-2.8940846796190196,8.85916840603704,-7.439678713716427,0.8905701517430573,-1.637325845488832,-5.380244276385193,-3.8762453262643564,-5.585982989630634,1.9769857585395678,-1.9610144558803637,-3.206677389287925,-2.5534858394387707,-2.7102779311554173,3.8984162453648414,-3.5106404903124298]
s3://ad-p8-24/Test/Tomato Heart/r_35_100.jpg	Tomato Heart	[-2.1804221467181097,-11.29620613958283,-3.6350016022535514,0.2158221050348606,-4.546828695765998,6.611008275085865,-1.3054188324760556,-8.62370991627727,1.7243930871896618,-2.7331710580072435,-0.07132359317796069,-2.4296891831349567,-4.653303885811532,-0.2265711103448082,2.234240920065543]
s3://ad-p8-24/Test/Pepper Red/r2_229_100.jpg	Pepper Red	[1.9559693698085212,-11.757867096618483,-0.7372824512325197,-3.692096678310502,-6.9155677836183855,7.132017159028015,0.7457730162884662,-10.147191642113308,0.3877396875080006,-1.2254884700140494,-0.30075228943509763,2.468434396512544,-5.114454536141815,1.599967082820839,0.34968752451150537]
s3://ad-p8-24/Test/Walnut/r2_231_100.jpg	Walnut	[-13.264126021289792,1.475091062099907,-11.877393764138391,0.39278376651509334,-3.1252109802429673,12.874010947597377,-10.332520293284983,5.451816714803109,0.296050046872364,-2.783302069532136,5.6103091374187875,2.5789805521788494,2.695375208852029,-1.5094661505348126,2.1954086273226263]
s3://ad-p8-24/Test/Potato Sweet/r2_82_100.jpg	Potato Sweet	[-3.9463369823996928,8.965125430902587,-8.675178453523953,0.13039632171698773,8.137826701416692,4.807764407682756,-6.9469678235806915,-4.888863805164877,1.2185907247637697,2.8681295047192856,-1.0461312141095815,3.5470304320116184,-4.109645600611981,-3.2595923039220365,-2.145184502570748]
s3://ad-p8-24/Test/Pomelo Sweetie/r2_79_100.jpg	Pomelo Sweetie	[9.784139248113602,4.643442529425944,-0.3905497716472195,5.88999887919508,-2.9567559202902265,-3.2590438612369153,2.302677711243752,-0.7974766290593626,0.781803264396362,4.536894657360119,1.8697431402107392,-0.3303279117172289,1.1006309780990653,-1.748120134472315,1.2848125746039212]
s3://ad-p8-24/Test/Strawberry Wedge/r_283_100.jpg	Strawberry Wedge	[-8.41735653914482,0.4130920302778609,3.3633268940051204,-17.414822013543148,0.4155279792180829,-8.824736352682066,0.63587546786736,-7.874668578582844,-0.7652494877473363,2.96118024375064,3.296964512514011,-3.185034178371139,-0.4842271968609658,2.6058382631583354,4.939656471614219]
s3://ad-p8-24/Test/Strawberry/84_100.jpg	Strawberry	[-5.561679518537637,-6.9160809333617665,5.989690078718375,-13.278570555643121,4.050232488434222,1.2206088047188979,0.12720842202160387,-9.495331648390987,-4.870715555044042,-1.6984103337360767,3.4317715639213797,-3.393201445655718,-0.9391728022496625,2.1976551463750256,-0.1704474762275411]
s3://ad-p8-24/Test/Melon Piel de Sapo/r2_261_100.jpg	Melon Piel de Sapo	[-19.278396689474913,4.33019677362138,-13.962172255543603,8.856256113832274,3.927152703594999,-9.311343694511484,-7.3797989953493,2.274409788382395,-2.2892994509061473,-8.206307979206514,0.015413640524200993,-1.3883112883346336,7.4424711014642275,10.118693274558437,-2.675274946842799]
s3://ad-p8-24/Test/Grapefruit White/r_40_100.jpg	Grapefruit White	[9.278699581034589,11.247984685776581,7.7067657433600445,6.3583019731761246,-4.425739312629078,-0.029591429866516285,2.653628292115418,5.978353235843588,-0.7366930087822663,0.23763204128522852,1.0846624332460504,-0.45852989666784794,-0.9125033115163017,1.1019853929672194,-2.0445331478664586]
s3://ad-p8-24/Test/Grapefruit White/326_100.jpg	Grapefruit White	[11.338775404319936,9.847257555437372,5.716693827304805,4.235179144023357,-4.584231225299076,0.5385503056554606,2.2475599383754616,1.4161605668838506,-1.0695995372094818,-0.7407006718722279,0.297977315502201,-0.704894258425537,0.8703079037144015,-0.9917326435774984,-1.1370142020479694]
s3://ad-p8-24/Test/Pitahaya Red/0_100.jpg	Pitahaya Red	[-24.18744325959917,-15.35631581833186,11.505928258833173,-15.036653231263976,4.439246853023493,0.35218994017596555,16.717015571902394,12.417466846686477,3.5088054095342187,-9.327710314599111,-4.582716805450761,8.19828756942862,-0.9910755033475601,1.4885487364150438,-1.4797988600713923]
s3://ad-p8-24/Test/Physalis with Husk/184_100.jpg	Physalis with Husk	[-17.207818518152713,7.751148988655203,4.232291131621328,0.9147329387976683,-5.48894197649638,9.027712135811907,-4.955755810604447,-5.493158065477506,4.297898496897051,-9.3754905446505,-4.469874833616829,-3.679965906737562,11.268404537187175,-6.527092451194152,-1.4705880986760727]
s3://ad-p8-24/Test/Onion Red/171_100.jpg	Onion Red	[-4.656307378289254,-2.8744488477587304,-0.7168263984964285,-3.549907859591027,16.398933484139736,4.295890577383654,7.487354269907876,5.02850320318435,3.3615395236562193,-4.45130349905153,-2.709442605921915,-2.6479286424911828,0.791088440391605,-5.828254080207383,6.611267946772873]
s3://ad-p8-24/Test/Apple Braeburn/4_100.jpg	Apple Braeburn	[13.355154834606711,-3.1289475124490576,2.1679743408414116,-5.833105105250093,4.029780513284851,-1.6835141199565309,1.7369036188082614,-1.2185269045245193,-6.306163515759757,1.7080326622747108,0.6475623243742682,1.0860237200805294,2.291761599997493,-1.908321497322226,-3.7761609610392606]
s3://ad-p8-24/Test/Nut Forest/r_73_100.jpg	Nut Forest	[-0.5844291029736719,1.6863501326279895,-7.902100537981564,2.20507596371883,3.7181217429393847,2.656825706019262,-7.943862748377949,4.345303602185325,1.5949474962208603,-2.9951483911762464,3.427008351248488,-3.3379764140820876,-1.822374004340591,0.643591202567738,0.9642928970532721]
s3://ad-p8-24/Test/Pepper Red/252_100.jpg	Pepper Red	[1.1676091379446696,-12.092275090977191,0.12122953298054916,-4.643231962967937,-6.81411354651848,6.17498259326507,-1.9019485673621879,-8.277323446227527,2.1231112021460072,-3.8218795762925475,2.554271338583164,2.9228455844926695,-1.975832445479271,3.5705495737783366,3.6371355392068554]
s3://ad-p8-24/Test/Apricot/r_40_100.jpg	Apricot	[5.810140276162158,0.7726272489894953,7.553034157869912,-1.0911802866209106,0.9587686551229175,8.504186721171031,1.7634459037738188,1.329464931040049,2.7886745732294282,-2.4973128299901273,3.319746563715154,-3.5339648124914627,-4.693205147965766,0.8790462941989171,-0.29413988914320593]
s3://ad-p8-24/Test/Mango Red/232_100.jpg	Mango Red	[11.34585080467629,0.3079929974241541,-3.3576829396511467,-3.6357099383174303,8.149494353851443,-3.774237923172731,-2.334871035726429,-3.802950217367612,-1.0158547614706692,3.4169716069249985,3.0856380580099696,0.9442080504402791,0.9605093990142112,-3.4736069662152724,-0.7386100044284106]
s3://ad-p8-24/Test/Lemon Meyer/163_100.jpg	Lemon Meyer	[9.886974733048929,5.3740253135045215,7.536667609809763,-0.9170132845700784,-6.061706762836973,-5.1553273641997075,-0.1803184715232065,-1.4933811882950956,4.548611020383661,-0.058345346287423785,11.85438273010816,3.093710636986746,2.1018214804028226,-4.48834047291579,0.4987322331984019]
s3://ad-p8-24/Test/Papaya/86_100.jpg	Papaya	[0.7856270256438177,6.374490539398202,-1.111453556399904,0.24213891097417845,4.291269145457147,-7.294870558073981,2.886202387931185,-4.869932870337673,4.770154893199975,-3.484012952290922,-3.7193712470974662,1.6872815873110205,-2.436402243624405,-0.740028602417984,-0.47412462700236974]
s3://ad-p8-24/Test/Lemon Meyer/156_100.jpg	Lemon Meyer	[10.40424760672778,5.26678274616055,8.586441683225733,-1.1430894259446729,-4.933164837125394,-4.778739295471218,-0.6712597011087468,-1.2660664582463936,4.076049650191975,0.16737462574018355,12.491410854992218,2.080084617132269,1.2065997887855417,-4.986913396025871,1.0570353995866455]
s3://ad-p8-24/Test/Nut Forest/r_82_100.jpg	Nut Forest	[-0.7758582595533471,2.510239424823465,-4.302454038702377,-1.1697986255605022,3.3592495772797197,5.283815109533838,-6.6041361692962495,4.571426504095967,0.6575909955928786,-1.7870684641679107,3.9067578499935145,-4.036498068255878,-3.220500006922371,0.4021168443735242,2.2626038822165704]
s3://ad-p8-24/Test/Mango Red/r_56_100.jpg	Mango Red	[12.792120951642612,0.19276574314002135,-1.557432525044136,-1.099759972202784,3.9863422266296755,1.6146433949312322,-1.466851039096483,-0.33167383624620594,-5.543509378453863,2.9573342177418147,0.01925538066080551,-1.1770385768455336,0.9748342226679928,-1.919350258020043,-3.4756378542180273]
s3://ad-p8-24/Test/Cocos/r_103_100.jpg	Cocos	[-14.37934071650099,6.300717597741672,-7.405779375943901,-0.9467340424604422,1.612868070036345,-2.9538599646425805,-3.562839435831047,3.216320254154137,2.69924330050134,0.6856670917805456,-0.7934201982328238,2.8082255405389014,-9.033526210326027,6.010380373768843,-3.4107407411953]
s3://ad-p8-24/Test/Grapefruit White/r_71_100.jpg	Grapefruit White	[10.983858956206474,7.8513099882776345,5.757827545513281,3.703519825523602,-7.732466510723934,-2.612028537448808,2.221153494080197,0.5316315997216657,0.14922572808633283,-1.4156127388127926,3.266159299245442,-0.6602259372949832,2.3086515579902027,-2.717247817462553,0.5130451011830448]
s3://ad-p8-24/Test/Lemon Meyer/r_302_100.jpg	Lemon Meyer	[10.4054535911293,6.149752277963473,9.214939332355383,0.9566133807810362,-4.997185718689309,-1.417499905403834,-0.32662877229862125,2.016799955816458,1.0750252569288024,0.4399788746528889,11.463951946537131,2.221441715272263,1.0536366798134706,-3.7214763280797896,-0.9420668999902108]
s3://ad-p8-24/Test/Apple Red 2/3_100.jpg	Apple Red 2	[10.434838849623011,6.706040932946201,1.657483136705495,-0.3828099633244386,2.800726252892417,-0.7244851977874683,1.38959473614714,-0.3686565403528631,-2.3396750027889293,-1.0746813879493962,-1.1093892868218047,-1.4946065713483214,-0.7330228447075505,-2.518888238793056,-1.5270067949343573]
s3://ad-p8-24/Test/Nut Pecan/r2_153_100.jpg	Nut Pecan	[-0.7009703971824998,3.544093413134037,-9.067357677025372,-2.538662639397032,5.297944175365576,10.736307866859843,-8.063658155664953,-0.5669731959251577,-0.2679811252795206,3.0246133795059085,4.1435272007953845,0.6873484837104673,-0.7426078728088022,-4.091804688338633,-0.9553380740314441]
s3://ad-p8-24/Test/Blueberry/r_244_100.jpg	Blueberry	[-5.424069157617406,-7.004955181123224,-20.447596706512385,7.922058951371353,-2.1349377494227966,6.228826862198827,-2.7881006782952786,9.21947877093112,-0.8489315185088975,3.6720068882715946,16.513585828937753,1.7693721292469322,2.7210849043938135,3.1252483209858357,0.3409043376954421]
s3://ad-p8-24/Test/Strawberry Wedge/137_100.jpg	Strawberry Wedge	[-4.679085942000926,1.341761966916193,1.2497549524972258,-17.07891420857237,2.359430393703105,-11.060814210069609,3.8088321317537104,-1.2249886660484388,-4.856299678286334,-3.9319933680316352,-1.5903737295080238,-3.028507521508502,-0.6675963887070571,5.45427615367765,2.964011161100668]
s3://ad-p8-24/Test/Tomato 1/56_100.jpg	Tomato 1	[7.99729097873103,-13.147842731164243,0.7191224131118528,-1.1184906442276044,-3.366836497414939,-2.0998349100188753,-3.0515418832539694,-0.6311809171940469,4.163142682167112,-0.7990612737237112,-1.5603250754431777,0.4785004170384308,1.0236140172194192,-0.2808268913410095,0.8772778526268477]
s3://ad-p8-24/Test/Cucumber Ripe 2/r_176_100.jpg	Cucumber Ripe 2	[6.432972052877585,9.51814464901982,1.924815153370002,5.248194346582703,1.681552268206406,3.040184485818656,0.9309118894897539,2.6231528029496385,-2.556174672555252,-0.328481883611531,-3.9220789551645368,-2.012529487486393,-4.182082309590623,-1.0718609887873638,-1.24587013996275]
