path	label	pca_feat
s3://ad-p8-24/Test/Nectarine Flat/r_122_100.jpg	Nectarine Flat	[9.578912304115748,1.1345513012578183,2.3476995459485033,-3.9305844631795286,5.560709505884774,6.118572456429048,0.05652722736427126,2.4828626212736005,-3.2991026528900593,2.852060879730752,5.4025396908878545,0.5733461550916674,-2.6152434726368834,1.4732575728965938,-0.5881275084126033]
s3://ad-p8-24/Test/Mangostan/r_90_100.jpg	Mangostan	[5.027589585354895,-0.19328924706847683,-9.456242107459621,-3.311294788992247,4.57968933585528,1.8629295744371417,1.146038677436294,-0.500967176078224,-2.837131562750578,-2.697047634618525,-0.6480317944852535,-0.4714913092067705,-0.3467028985040248,-5.309829512842739,-3.8929908089478387]
s3://ad-p8-24/Test/Nectarine Flat/r2_171_100.jpg	Nectarine Flat	[9.813034224516826,-2.495676692076982,3.7152578682681026,-5.898693055687065,2.8128756088754625,3.2560258374410873,-0.48609314441983753,-0.19947288094478158,-4.198946489642383,0.9732567515588767,3.907441796161041,1.7627109571636572,-2.312162185959624,1.543345365684449,0.400454018411112]
s3://ad-p8-24/Test/Watermelon/r_108_100.jpg	Watermelon	[-10.89761642697721,5.095612274804217,-4.218022506846602,1.115696382194011,0.9432841359605532,9.1390557239412,-4.460305233095974,8.706862291996615,4.2989079688423395,-4.02322104702906,0.042406109409255315,-5.023100633301377,10.564904201955828,8.764589720763318,8.902271410936207]
s3://ad-p8-24/Test/Watermelon/r_175_100.jpg	Watermelon	[-5.680481634227494,3.4219664403704217,-5.86245026110284,0.6322844306767837,1.6034214802427629,3.0036328800700987,-5.438002076937029,1.4625106890797317,4.92407765303294,-4.227048356865872,-4.604837090422236,-3.861719424164668,7.717286160615901,3.6832629540439084,5.440481086282822]
s3://ad-p8-24/Test/Watermelon/277_100.jpg	Watermelon	[-9.647344270653857,9.108246164546767,-5.015873492326878,-0.8385306232011351,1.979134583435798,0.5554336994876781,-3.1245504756249445,2.090215855544917,6.050938437805758,-7.72895486913461,-2.3403213165961763,-6.055336024314476,16.345261844475978,7.429477027775299,6.960651133167477]
s3://ad-p8-24/Test/Cucumber Ripe/r_166_100.jpg	Cucumber Ripe	[-7.7696306267243,2.1503578246075485,0.17870329766265244,-2.8721230587231097,9.07712544560753,-3.1474336492306456,-6.102081550184057,1.054531008947126,6.473519032080345,1.5227459331437396,3.179879097599934,-6.479381800678175,0.41658479438802054,3.407731276120775,2.184919855128955]
s3://ad-p8-24/Test/Pineapple Mini/r_208_100.jpg	Pineapple Mini	[-16.314484456055872,5.067538886178406,-0.006879665036742512,-10.563167364605292,-13.551980200666849,0.13686806585546185,-3.9423221959595454,13.883762485339131,-3.1340808763215344,4.286282385076008,-7.833895047914475,-3.795096935156824,-6.152553261028955,-5.6179716378198075,-0.5379256872375354]
s3://ad-p8-24/Test/Cauliflower/199_100.jpg	Cauliflower	[-5.785326603614536,5.783746596140033,2.9078042422003016,-9.40927376005528,-11.73492232599381,-0.4347153908350136,-2.9739576761676374,-2.4506941245620153,0.2647633082246696,9.785771124824175,-6.9962461357410755,7.961732375943724,3.8987194930104994,-3.5597713158324935,9.370783374274804]
s3://ad-p8-24/Test/Pineapple/r_282_100.jpg	Pineapple	[-10.14078855427645,5.873096063277444,-4.547618810261757,-11.87059447922702,-12.26007206775479,-4.391866023183799,-5.803745628182456,4.6746307717209765,-3.661049347741683,5.342859685253707,-7.742646099881974,-1.257488724849394,0.23504362041126967,-6.5582712859774785,-0.7285450371683744]
s3://ad-p8-24/Test/Pear Red/r2_128_100.jpg	Pear Red	[6.989229872837749,3.6515704285115707,3.198241640223958,-7.5017132324646125,7.729484859807227,5.561127262041009,-4.49567238873852,5.9699946351716955,-5.821398413483037,2.709374764467863,6.587720287649558,1.8499183641806427,-3.283156653530855,6.6077423116435945,0.8615767565682482]
s3://ad-p8-24/Test/Beetroot/r_152_100.jpg	Beetroot	[-3.5482065722712997,6.660374854185918,-9.505400969847365,-1.9455677326090712,4.148282020938344,5.530648799390964,-1.341884466461859,1.8855241927824617,0.2285432594666904,-2.8906631430015715,0.8458115640365806,0.1431356765358219,0.34543530387577287,-0.8865305475217661,0.12654508996651237]
s3://ad-p8-24/Test/Pear Red/r_122_100.jpg	Pear Red	[6.6656943706283815,4.746574626541554,2.7987925165400904,-5.778544205886143,5.853866152937475,6.145680107155006,-2.7827298233944378,3.759968438847298,-7.600427585043017,2.8099253515251434,8.31012512443111,1.723929983647256,-2.5009725399405682,6.359739210481879,4.148598887767667]
s3://ad-p8-24/Test/Pear 2/r2_108_100.jpg	Pear 2	[6.368155120000417,11.006249489820064,3.9902786550470655,3.9604727391878742,3.0680060829132954,3.390439420876356,-2.0049294904921893,6.227935978716185,-2.4377461125274102,5.349457535412343,0.25640759433188814,2.5371045191656245,-3.0537775776874634,6.42892068149649,-0.7766292496180488]
s3://ad-p8-24/Test/Cantaloupe 2/r_197_100.jpg	Cantaloupe 2	[-4.772050890134148,10.24781400814561,-6.932488358041687,2.647790487049842,-1.4307921875199707,-5.556153287931333,-11.011534757711269,-2.9544709498189126,0.8204059611404995,-1.0816088965501292,-2.5778050232259906,5.975262263291065,-0.8604656660891777,6.277701367067813,2.611292976653888]
s3://ad-p8-24/Test/Orange/85_100.jpg	Orange	[10.43317479084041,7.507727590288445,2.959883797052881,-1.023861432681613,-2.689443478183008,-4.147765157634952,-0.7147298126916862,-1.0655484306826872,0.9299882593269859,0.11451461175868502,7.795098052621764,2.609064794051341,1.9103616965255978,-3.5804346873505764,-1.4656147743228203]
s3://ad-p8-24/Test/Cocos/r_180_100.jpg	Cocos	[-8.660905157574462,7.617480054986197,-13.93663939665476,-2.0211642771891305,-2.0206220800315657,-7.93688037196612,-4.541723990234594,2.9594398398069117,2.2978523189576667,-11.661354873823148,-2.0032375600580026,-3.025878643821301,-6.120768770961892,3.5628240230842954,-0.6834016777870127]
s3://ad-p8-24/Test/Pineapple/r_111_100.jpg	Pineapple	[-5.704441613596935,6.490469910040759,-0.85057051105416,-11.65278810480217,-10.507109134300476,-5.26756034848582,-2.2421584468776743,2.276280525514136,-7.790727523983413,6.191496473502476,-7.1481589020414775,-5.44240373307697,-0.6581413260771086,-6.027164858530185,1.9891958066954347]
s3://ad-p8-24/Test/Pear 2/r2_86_100.jpg	Pear 2	[6.761236783107438,8.396646940284775,6.798280574705824,1.5319181424272994,6.929389206736154,-1.7049983766107049,1.7507707803227184,3.3155521197265765,-2.7719513628754484,3.945027768097153,-1.1515156508088726,5.5579443575422545,-0.6830159910889243,5.666869678147166,0.04603726916884851]
s3://ad-p8-24/Test/Apple Braeburn/r_321_100.jpg	Apple Braeburn	[10.686516994813227,-3.8956691297064285,4.049852047929067,-5.015483927977812,7.409014048428173,2.9027275052054673,-1.8417084939152224,4.853734027584428,-5.059245511041836,1.7632440762184378,3.2089208051726255,-0.14123169768495963,-0.8376311450137304,2.7023506110445323,-4.681927045983332]
s3://ad-p8-24/Test/Apple Red 1/r_3_100.jpg	Apple Red 1	[4.801723951240354,5.958645380537767,-2.1937216981301377,-3.9595180580194884,5.641087149356115,4.702299705294342,-3.6029801374424273,-1.9212746214321854,-3.3776448591513812,-0.36924891499706375,-2.3939290107881823,0.38130951301107424,-4.045188375824288,-0.8058621642169586,-1.0078286572843655]
s3://ad-p8-24/Test/Mandarine/167_100.jpg	Mandarine	[7.562455658134132,10.971219348168763,3.414447152315006,-5.635822691065434,-1.1373146432525094,-2.079620154043182,-2.8650358313490574,-3.2191441264438017,-0.7027643062421973,-1.271197911996937,7.73947687519605,4.84815971823625,1.1004764933529145,-3.1573202434324945,-1.4045502527813203]
s3://ad-p8-24/Test/Pomegranate/323_100.jpg	Pomegranate	[9.95345137159363,1.6988782839527865,-1.2198053460415041,-8.1335486796198,7.200279800337529,-1.137536542291729,3.3483891318451873,-0.9202028863665355,-8.387168922422072,-2.1554741793432823,-1.1624397023632316,2.5546012920014713,2.354765088687416,-0.8738720781213692,-3.1371554741370846]
s3://ad-p8-24/Test/Pepper Yellow/r_240_100.jpg	Pepper Yellow	[-2.429847124416556,-6.636492511538679,10.272328736952543,-4.832203961605231,-8.063976735921335,6.422780702445633,-1.1346863741344542,-2.7608379060977697,7.686641934358631,0.48319803735250894,8.95567910411977,2.0007754852778112,-6.890356654652755,1.3916739011703572,-2.733221980116154]
s3://ad-p8-24/Test/Apple Red 3/84_100.jpg	Apple Red 3	[4.299679377140422,4.745477855673204,-2.5328516150128904,-4.656338973930059,2.9381738179191954,0.9289422217835209,4.39541384545921,-4.836796358313471,-3.5043846917943924,-4.532862487877742,-2.353848378232989,1.3808773731218793,-2.2346085948404184,-4.438742855255933,-0.5748293761048923]
s3://ad-p8-24/Test/Limes/r_53_100.jpg	Limes	[6.422040818583918,14.364255538509697,1.644456761443256,1.8636899659157522,-5.2209613095791765,-1.9767849224658254,1.4624806379506103,-1.0862758848494982,-1.1611709105266697,1.4770548242426211,1.4615093766598566,6.2568247450795775,2.267021963807081,1.1862794870911173,-0.5801623199541789]
s3://ad-p8-24/Test/Limes/140_100.jpg	Limes	[6.929733891893406,10.850682772363866,4.040765001124632,-0.5628343687279164,-6.979990530383563,-1.982865590792188,2.0048514016051913,-1.7705646100565868,-1.1017137827005,1.5551248062965668,5.999523645170185,4.427323108780563,2.535867062592957,-1.297882692552363,0.49896318218076097]
s3://ad-p8-24/Test/Walnut/39_100.jpg	Walnut	[-4.8175260758468035,11.538269918002364,-13.030620067678548,-0.7650712816876692,1.6668514557207912,0.37238055979641155,-11.165301434675373,-3.2510203614156166,-1.918723561053599,-5.263943707670506,1.0232743913470221,1.9704814873037955,7.575206111934794,-1.050995931569446,0.7531401467841786]
s3://ad-p8-24/Test/Mandarine/r_67_100.jpg	Mandarine	[6.106100866289473,8.685400159121794,1.928504719273197,-1.4145846652453529,-2.593962383839086,0.3511263178168046,-3.393765314881748,-1.244605002792112,2.5929070516004233,-6.060690497770439,5.9401844474164385,1.3089062546716648,3.076288973696573,-5.800219408549265,-3.0323843966105795]
s3://ad-p8-24/Test/Onion White/133_100.jpg	Onion White	[3.017587905041629,8.508984713060073,0.4096443704703549,0.262178339060955,1.2166768266844366,6.573428793437524,0.8840434515772158,-2.7593534587790725,-1.6758768575681007,-5.672663927100347,-5.574573320214287,-1.9351920703008068,0.791566587964137,-3.611834611308178,0.8554745553163954]
s3://ad-p8-24/Test/Plum/46_100.jpg	Plum	[-6.791401058651689,0.31960256684015553,-12.880412901915287,-1.495729430252637,-3.711633376583609,7.259873580564203,4.97764724253504,-3.448661601125204,0.22734039472855502,-2.3360927181523685,3.2614750755965725,-4.317563998059635,7.034024149170431,-0.9329507819310994,-2.7786040004236487]
s3://ad-p8-24/Test/Apple Red Yellow 1/323_100.jpg	Apple Red Yellow 1	[11.195601988941728,-1.29752697025951,-1.4217238138005284,-6.909421547747977,7.192581367246803,0.778551531429046,-6.025245141666773,-1.6223823170800757,-4.369322630771342,-3.1833819041091442,4.419728143009772,3.07335565248086,1.9510388371337923,-1.6398254621111341,-3.2783026597049107]
s3://ad-p8-24/Test/Peach Flat/r_94_100.jpg	Peach Flat	[6.236195539210581,1.3085439617029726,6.390317721269841,-7.112320619360103,4.9103722411008786,5.933804784025809,0.10866678105766008,-0.2149040245018556,-3.812857881335307,0.6839768887858708,5.626258833734466,-0.39412776976149566,-4.397080160667039,0.8113575707601333,1.5276766893371871]
s3://ad-p8-24/Test/Pomegranate/99_100.jpg	Pomegranate	[9.107829004764977,-0.30547077620251095,0.049172761065139604,-8.822827029748149,10.283404793535272,-2.958208395197156,3.636919227795139,-0.5692773447282297,-6.082589522172242,-3.7891227731347303,-3.362520170308265,3.905509410486147,2.9775724332122557,-1.2159641762663151,-4.06361367353266]
s3://ad-p8-24/Test/Plum 2/r_197_100.jpg	Plum 2	[8.68538794171111,-7.727856509942137,-3.3111685740102996,-3.26610138483209,0.5503738804653465,5.9884672328213835,2.725104229394587,0.4526605588038943,-5.5087793021005345,0.6410456870502068,-0.31354663025925067,0.5674323169526126,1.6998854853973706,-1.6298336318827948,-4.342389088976111]
s3://ad-p8-24/Test/Cucumber Ripe/216_100.jpg	Cucumber Ripe	[-10.688976067601496,-3.0350423100221264,3.9678071398164425,2.080923630792507,8.930373623335296,0.8610527234638593,-7.324342071042763,-14.196285385329862,6.646888355157623,12.967032298972876,4.534419986968672,-7.565061430642291,-5.211276884346513,0.5825887034333369,-1.0867715174576764]
s3://ad-p8-24/Test/Mandarine/r_87_100.jpg	Mandarine	[8.098944955684214,9.013242886213638,4.1320896343475,-3.8570173376695265,-1.5444707458738698,-2.3729521105354454,-0.4670511190287995,-1.9652503282347096,-0.18198257279370927,-3.288662098651961,6.796143283151408,2.26716438559679,0.9829055841525459,-3.711792382070699,-1.7476486267694125]
s3://ad-p8-24/Test/Kiwi/r_39_100.jpg	Kiwi	[-2.555461173186321,13.892446530091364,-5.485875597118434,4.538954429832681,6.213192510182028,-2.538586672991864,-5.5405383223758,-1.3148120944621566,2.9540888121157702,4.851233912203903,-4.411813929423051,7.892133122222218,-5.209621733151336,4.513790804627027,-3.5631276758872743]
s3://ad-p8-24/Test/Apple Braeburn/r_79_100.jpg	Apple Braeburn	[10.563949108426243,-3.0532265196498654,1.3139138265758985,-5.340177066466436,5.80866623782701,-1.5849981666816522,7.414949733955639,-0.5990696416166129,-3.5284982641943348,-0.671838625468324,-2.84351395744361,0.14672668209747441,1.7109120081668403,-1.5261525558586135,-3.796029031508482]
s3://ad-p8-24/Test/Walnut/r_212_100.jpg	Walnut	[-11.812348243767003,1.972703253015075,-15.234063941266026,2.6584840836025867,-0.3909124583839032,5.5388303488018185,-5.5855251625219875,-2.721909593763082,2.8374197723378045,-3.1091966044456774,-2.732730653067779,3.504690757580929,2.696885794531807,-4.345731180528651,0.3719025364928046]
s3://ad-p8-24/Test/Guava/102_100.jpg	Guava	[3.112026539498694,12.315001347527923,-2.8608893217101947,-2.3826249098325687,0.5779807655139891,1.5868116937816348,-0.49787262145402655,-0.9505534723977654,0.49104870132474737,-0.8134627015389246,3.5241201053425364,1.5187957560688763,5.81374921294871,-0.37410838732719204,-4.370871551236903]
s3://ad-p8-24/Test/Walnut/r_280_100.jpg	Walnut	[-8.047627130099357,1.6665399676157129,-11.74357548204776,-0.472778041696516,-2.8979476341831685,7.873725717567256,-5.2819115654064355,-5.016935787317389,2.31622094166517,-5.228587573671443,-1.3255293864423772,1.8336255457994992,1.8663143296958045,-6.0129806066749545,-0.17009879276214812]
s3://ad-p8-24/Test/Pepper Orange/r2_265_100.jpg	Pepper Orange	[-1.1214591458993612,-6.992800246856474,7.756457718992504,-2.9699121366293135,-4.403067602179383,11.293346296999701,-3.1119672326128187,3.506789030953571,5.501346456200162,-0.7064356986600134,10.17750432955789,2.3378480366160015,-9.920912620518942,6.214769293603992,-1.5551826712987367]
s3://ad-p8-24/Test/Plum 2/r_84_100.jpg	Plum 2	[5.540488665358617,-7.743218565421829,-4.405766231782378,-1.2274512698416642,1.0861658454044272,4.804638252593242,3.7573190829602963,1.4896526837439896,-3.4878427498888507,-2.05450496635367,-2.7910295767399624,0.6825104760781439,2.844654446335733,-1.7435172875812495,-6.149099880381201]
s3://ad-p8-24/Test/Kiwi/97_100.jpg	Kiwi	[-2.6127801761008587,9.154682129762925,-10.14663846781022,1.4885562642644827,-0.29640798984706423,-6.314189525373066,-4.7734768523550954,-7.307358198836056,2.49679068941802,-0.702888090950662,-1.971725903692983,-0.7556387406431516,-2.1342694283731767,5.454384919536758,-2.30373429555173]
s3://ad-p8-24/Test/Beetroot/r_54_100.jpg	Beetroot	[-6.92835791967797,4.823530800290315,-12.65541219474763,4.402288733003924,2.8466718526771677,1.228998798323274,-1.0624708163728476,3.7155023550849084,0.571082729411373,1.4625377166524902,1.1292143162477568,4.498248362899294,0.7731715472760475,0.8356762236906662,-4.138533123065012]
s3://ad-p8-24/Test/Mangostan/r_105_100.jpg	Mangostan	[0.4574515523377407,-0.12464097303340442,-7.048246867737946,0.8185856378380701,7.033453271792622,0.5046577421213517,3.8587088525966635,4.366383869452931,-2.4636480306996478,-1.4950522447110939,0.6783296830521728,-0.027621808845022643,1.4493202946681196,-5.33972529497109,-4.46899796427814]
s3://ad-p8-24/Test/Guava/r_244_100.jpg	Guava	[1.868862409909146,10.647187387226626,-5.435051811541692,3.0721935250241996,-1.6667444467979244,3.9046797399943327,-2.413282755406266,0.013798742615571274,-1.6525236083760357,-3.6790021415875676,-2.4283178957279676,1.6918474958528806,0.4503924906609956,1.223837564330825,-2.845073840475966]
s3://ad-p8-24/Test/Plum 2/80_100.jpg	Plum 2	[9.852170205876446,-5.590673843785729,-3.87812415036262,-4.22676732078628,2.2637147660875296,3.7769581902825413,-1.7090611822135946,1.0846394478428627,-7.791205860480068,0.40975603439525055,0.6652048485206062,0.8823511083514693,5.000463012949632,1.0445589738126786,-5.450318012688154]
