path	label	pca_feat
s3://ad-p8-24/Test/Limes/r_183_100.jpg	Limes	[2.4944029897671585,14.415034187324027,1.7865240944364642,-1.125290816777428,-0.9240849321984363,-4.629911175187766,5.073001452978619,-0.6104617405263938,-0.2128847926403395,0.18680273559271351,1.236197095636854,8.948273029822474,4.31626136936115,3.99862789184714,-0.24982417618956054]
s3://ad-p8-24/Test/Pear 2/r2_118_100.jpg	Pear 2	[4.563842615690458,13.925051203352082,3.1137874153132254,4.660232013149273,4.153579456897937,4.894764172532911,-1.3056567266695764,7.498031470489375,-2.080637896405379,5.419873811136029,-1.3618481482666986,3.366017784360953,-5.185371519321053,7.042811139393,-0.7746277199627531]
s3://ad-p8-24/Test/Pepper Orange/r2_229_100.jpg	Pepper Orange	[-2.0769290315821634,-5.371267839202882,6.918779343530341,-2.3477238769410143,-7.186243789270689,12.252623250316454,-4.263524234668117,7.3694707452805766,6.750057441018472,-2.8263201136874447,6.263495034904746,1.2688286699943336,-10.071440422763951,3.8756222647445338,-1.281348688069303]
s3://ad-p8-24/Test/Cocos/r_92_100.jpg	Cocos	[-17.557321105303625,8.504613349628974,-4.442365280221419,-3.5824906930120854,2.8453792176611654,-3.094930514591151,-3.229874129618368,8.19485140424626,0.3071844870751725,5.034811254412846,-3.6493566388319505,1.8750824026503015,-8.94405060952722,7.213024791125979,-4.846862853056335]
s3://ad-p8-24/Test/Mandarine/148_100.jpg	Mandarine	[5.917227700109969,10.149908788354619,2.202151608948003,-4.681748133893713,-1.0701587937788413,-3.043459453326979,-4.11765760733068,-3.446120754458384,1.7518265011126,-5.592636944765574,7.9520686432658385,5.745063954448747,2.5071763574439,-4.367327042635626,-1.6635180870210966]
s3://ad-p8-24/Test/Orange/r_96_100.jpg	Orange	[9.087178986632876,8.109759316065565,3.3887295048943806,-2.669801236996038,-2.4081899389644024,-5.262859026722084,0.5977001618647043,-2.65408629681297,0.6581695687225597,-0.7881297839417182,8.50771919414236,2.888038567155545,0.7927611515040541,-4.390235633613466,-0.5141773373816309]
s3://ad-p8-24/Test/Plum/6_100.jpg	Plum	[-4.555732842959618,3.956936331941069,-16.89271722375937,-2.7914331105988626,0.931920318616337,2.9759892247959767,0.5564960083899051,-1.196705893160995,-0.9837130868054269,-0.8734080796392216,2.4886022955054967,-0.819322791452378,3.6705333548370667,-1.0967685346206357,-5.947949387358767]
s3://ad-p8-24/Test/Cantaloupe 1/112_100.jpg	Cantaloupe 1	[5.596474175823086,11.797081196334103,1.346534996580902,3.2673030809800285,-8.418747950005939,-5.4266027677772755,-7.635424376362679,-2.1671358487637757,2.020699149068193,-1.0997325851671012,4.89895160060399,3.2466478784640063,1.7883293505157685,2.6019241983078683,2.400193284581]
s3://ad-p8-24/Test/Walnut/74_100.jpg	Walnut	[-7.933988424268629,10.420206739970315,-14.801814167084926,2.726814461516999,3.6748447339256325,3.408444642491522,-13.55504837516022,-3.0951171387061494,-1.2124847828447587,-5.918576599856458,0.9866215976759376,1.8879486630291633,7.146926173519381,-1.826610189156733,1.1435867260714874]
s3://ad-p8-24/Test/Apple Red 3/r_74_100.jpg	Apple Red 3	[4.974356057779681,5.4826823031809635,-3.3076676436988577,-5.063458602943892,6.109259057111345,-1.6743646952354327,1.7843789506862715,-2.8864971485095725,-2.961921325412052,-5.6944083598786195,-3.0983799530750527,2.1226602837454736,-3.1683547419138014,-4.190912487927051,-1.395223178681203]
s3://ad-p8-24/Test/Pepper Yellow/r_169_100.jpg	Pepper Yellow	[-0.8854016975143674,-4.876380017423574,9.32077192890484,-1.3039296991464011,-6.522688500500796,7.328542831905072,3.2495407384298676,-3.7892447029313368,4.864234985891502,-5.2310930142063965,1.295261080101004,1.2135904591751987,-5.783964095288642,2.0765025671030655,0.633480612301159]
s3://ad-p8-24/Test/Peach Flat/r_97_100.jpg	Peach Flat	[5.691870333518242,-0.5864164713414635,6.049453947935835,-9.065996676827503,4.928983482812807,5.436661242379149,0.319572529234496,-0.4417017796447505,-3.5818080672668704,-0.10440444859338645,5.2212052000584945,0.6035852382172223,-2.8350394095558307,2.4802914629302277,0.07692465856994152]
s3://ad-p8-24/Test/Apple Golden 1/r_43_100.jpg	Apple Golden 1	[4.546934567326711,10.62817885621904,3.4774483854902267,3.4958400467552204,-4.76268269482537,8.225430773904554,1.5160016700596068,-0.5421283743539507,-1.2276188414925513,1.2545706041663816,-4.6439804517086465,-4.012763971880102,-1.497169334547352,1.4501810541118365,2.693976388832165]
s3://ad-p8-24/Test/Kiwi/r_58_100.jpg	Kiwi	[-1.4102907663539257,14.899343111432295,-9.096591903465626,0.21268208179080622,1.8100196257580448,-8.355870707812278,-10.925248047499684,-6.636414917904001,3.3254335816081055,-1.543244376818058,-1.6449022579685313,8.4795391777719,-4.373147641286837,4.071619760627206,-0.1851705505608267]
s3://ad-p8-24/Test/Apple Golden 1/r_38_100.jpg	Apple Golden 1	[4.71895859407255,13.091861924422906,2.7181706667569694,5.348136195017251,-2.7547305878983255,8.912431667097785,0.2219549680888944,1.8105893964218316,-0.10046348907890762,1.6337788809502183,-6.405207746517573,-1.7047859632036446,-1.1220040373519284,2.9500938121977254,-0.013095895481365239]
s3://ad-p8-24/Test/Guava/119_100.jpg	Guava	[3.217709696970605,14.759126575697131,-4.802166699640441,-0.0937348610417927,0.8745790008660688,0.9571494568932871,-4.23187110301797,-0.4436409795917924,0.957368621781727,-0.6472704701260569,5.080467977103875,4.257590554426555,3.2203481051386493,0.8395983080341496,-5.78813987461205]
s3://ad-p8-24/Test/Apple Red 3/r_321_100.jpg	Apple Red 3	[-1.9213625013615538,2.6122256236320642,0.7770483179684666,-0.990455897704704,3.800872123588877,7.073451917108107,3.2443950064573337,7.1969069966795995,2.275733898558456,-3.8900348619706615,-5.713330918455701,-4.339319105215098,-8.60477247876576,4.863275361986118,-1.8423838392097829]
s3://ad-p8-24/Test/Cucumber Ripe/198_100.jpg	Cucumber Ripe	[-14.85586190627445,-3.288727528300671,2.722698727481146,3.1095749591965736,6.699279923296537,0.45673819091238516,-7.372812622699156,-12.080834106761966,7.4021244834374595,13.89315227811645,4.6498761245264255,-9.195372361906195,-5.761734958743784,0.16174594263546344,-3.0664337441946055]
s3://ad-p8-24/Test/Apple Red 2/r_91_100.jpg	Apple Red 2	[8.084796410764389,5.63546031590359,4.225117550093344,-0.4673737241847979,-0.00918457706497984,5.607604635353619,2.996811087912485,2.194244831819402,-4.518791514033553,2.2920598221487807,1.0271863038208475,-0.27858841771471177,-4.9752047712726215,3.232514057286657,2.2524335629738346]
s3://ad-p8-24/Test/Strawberry/56_100.jpg	Strawberry	[-7.267257342196488,-3.7499261479327304,6.72357051521873,-12.96356284628599,2.0354073811375915,0.8265901765135999,-1.0084483061692338,-9.053472418878277,-7.772139996000715,-1.0419147507263864,3.6109094910187625,-4.223146428377482,1.2785378058504901,2.5449692610610977,1.5639801983827746]
s3://ad-p8-24/Test/Guava/42_100.jpg	Guava	[5.7311166409379055,10.983484977037078,-1.4757410177255075,-3.633428592426739,0.04978303951091391,-0.6816050368761915,-1.2230955243193595,-1.655026218034463,-3.0332857604799472,0.4347708789250627,2.343689961484727,2.650892462075855,3.02196794108305,-1.0318019161021468,-5.878063239152365]
s3://ad-p8-24/Test/Peach/r_64_100.jpg	Peach	[8.519527803551643,4.313174552257946,-0.640372120043297,-8.550976338201052,6.268269028782708,3.081840581479463,-1.830401418912105,-1.2475133590967324,-6.706084569013135,-0.492681922579855,3.112037060278884,0.0980054017327744,-2.0398804626308813,-1.8571054124414472,-2.5280616237949673]
s3://ad-p8-24/Test/Pomelo Sweetie/r_178_100.jpg	Pomelo Sweetie	[7.694393284882875,8.06561091176269,4.397179585516036,5.356430804687382,-4.70779776911592,-0.12293529451424443,3.967004577536892,-1.091800141405752,-0.45445795383090687,-0.6183179925666517,-2.2765542198057473,-2.700773242830884,-0.4903790232218548,0.3917249303580028,3.298176552554143]
s3://ad-p8-24/Test/Potato White/r2_59_100.jpg	Potato White	[-0.2970582920450982,9.475077149071298,-1.0048582590846622,-1.5288009816506238,-1.2844438862191965,4.679864738263898,2.8345424416407967,-1.6358858718944105,-0.5222546235279975,-0.972785354531613,-7.0759863209976395,0.7333297384209967,-0.9489658466917409,-4.49947046241441,-1.258173119129357]
s3://ad-p8-24/Test/Onion Red Peeled/r_178_100.jpg	Onion Red Peeled	[1.3174187264574428,-1.4979384665476843,-2.5477168275113136,-1.0343062943546688,2.389829571693507,5.181756320516913,0.3842907990090113,2.5991036555830505,-0.39733870926795267,-3.6449851934731266,-3.001578251670607,-5.643610284119602,-0.2828836816396543,-0.9399130577686331,0.15030567448949675]
s3://ad-p8-24/Test/Pepper Orange/90_100.jpg	Pepper Orange	[2.1440339561998845,-6.387978593058353,3.5359811398567045,-2.899017996615664,-3.839478779972652,7.905095443371143,-1.1614925030875387,-7.867934871581506,3.575272599008251,-2.891335067758521,0.23183536070238564,-5.439860789623955,-1.4481919842582849,0.67176804554178,-2.4841970379394307]
s3://ad-p8-24/Test/Mangostan/r_129_100.jpg	Mangostan	[-6.833751549242781,-1.1770081492384148,-3.4292173366077745,-2.9461928110100257,3.9671502551266533,7.09293687683471,-1.5731836834549509,5.053695502866883,-0.25706909819504487,1.0749642002400752,-1.7014488345550018,0.2525387656417987,-3.7284855180004537,-6.509443890962887,-4.224183839950991]
s3://ad-p8-24/Test/Kiwi/4_100.jpg	Kiwi	[-4.072189827761605,7.370093324310948,-8.796111612258606,0.1680689010053721,-1.0104448336889986,-3.239082953198384,-4.4330224364092725,-7.640269854905665,3.325418451651527,-0.7985345189861673,-1.15034598535742,-0.6412987056259206,-1.017276052194853,1.1584908219466512,-2.555255724757968]
s3://ad-p8-24/Test/Pepper Red/r2_159_100.jpg	Pepper Red	[4.543888766843255,-10.986452888176812,4.783429717000344,-6.295300946760375,-3.008599196676841,6.764522781377591,-0.7873389656145321,-4.88284824914389,0.13524509950292948,-0.7544732944853928,1.445575427066922,3.7094197868035206,-3.9884374009414487,4.121939704718786,0.2137912310013102]
s3://ad-p8-24/Test/Strawberry/r_99_100.jpg	Strawberry	[-16.05408769322405,0.881531013344922,-0.7881430876561908,-9.060504502198999,1.9354304424761546,-0.4098868672239095,7.735727948275503,4.829056946702408,-2.8126670520234742,-2.3998465594317953,-5.214264417823595,2.7583011532016197,2.907548373767518,-0.05352312385916017,2.965115644833765]
s3://ad-p8-24/Test/Apple Red 1/39_100.jpg	Apple Red 1	[7.63306204044291,4.810083066881385,1.960295493454112,-6.0826853007475,4.596516967639063,-0.4868505103232336,2.8144775555398196,-4.730094089677928,-3.5639586766805347,-1.442957231786637,-0.7370074916621531,-0.7122534191699994,0.009587227501163512,-0.7929579173205539,-0.7438156582368909]
s3://ad-p8-24/Test/Guava/r_288_100.jpg	Guava	[3.2995333069850417,11.053014589966768,-3.332106983952869,3.7479876348124335,-1.9405066677488456,1.9726855953347702,-4.149018410977795,0.34897254659210747,-0.17328058737685406,-1.3604244253213624,2.120323531308674,2.124748171955964,1.0775796672713633,1.4366993303804056,-2.951394182706968]
s3://ad-p8-24/Test/Walnut/r_295_100.jpg	Walnut	[-8.606256813186851,0.06159514987428043,-13.093816032889722,0.924717880182879,-2.731934023030672,6.4448845937338755,-6.8367682061373785,-1.3615508920655575,1.59594434225764,-5.204590935691233,-1.1523316023375132,2.331098449104187,1.048066465232034,-6.975647040381179,2.643717438248149]
s3://ad-p8-24/Test/Onion Red Peeled/r_107_100.jpg	Onion Red Peeled	[3.226741242966623,-0.1252051950945761,-4.057630625824505,2.5853759622249046,2.7115696910969995,10.37697005257663,-1.693177583016075,6.3964504508697235,-0.3643056585831806,1.7919137319472913,1.4816229727213628,-7.022298059170809,-0.6129790664142406,1.6927912928493623,6.008108202897618]
s3://ad-p8-24/Test/Tomato not Ripened/164_100.jpg	Tomato not Ripened	[-1.3085572384728363,-0.5933101249354643,-3.901806551448838,4.593879605359914,3.293739319579998,5.492119462629042,9.722097300354168,7.373910723962399,-1.969043057921004,-1.2817694864024058,-1.3439296869959843,-2.4096233044764683,6.6068498619569205,4.651544072529632,3.0737509229713003]
s3://ad-p8-24/Test/Guava/r_264_100.jpg	Guava	[0.7350666606391354,10.480332646299837,-6.116336235379657,3.4069348793152034,-0.13002238345014638,0.5922134553964151,-4.713155591704267,-1.006723629914196,0.04904358826732583,-2.9506885179979268,-1.5645170185354542,2.138437951436198,1.3273196986392615,3.8111957025988286,-2.8877037035324524]
s3://ad-p8-24/Test/Melon Piel de Sapo/r2_107_100.jpg	Melon Piel de Sapo	[-6.230023756221977,10.041537753554985,-14.450185120430001,4.536003277048478,4.446991966932432,-6.725533734138412,-5.070066206257826,4.171722906416622,-0.15472551687731553,-4.707598431212835,1.9722010959362908,-0.6472880982916797,2.620405688342878,8.052893363806584,-1.1285666785460255]
s3://ad-p8-24/Test/Tomato Heart/240_100.jpg	Tomato Heart	[3.861219067064875,-11.984621319455833,-3.7447403236765306,-1.601303181603466,0.05821059731959672,7.682360143197611,-0.7556946093006498,-2.942048281088523,1.1311332452315808,-2.8208692946490563,-3.0370697156263686,-3.330343893937536,2.943082769526648,-0.927894088572678,0.3810968720499147]
s3://ad-p8-24/Test/Mango Red/r_189_100.jpg	Mango Red	[12.553658141303977,-5.472157565782559,0.08355844382302066,-3.256371312825703,5.731612960778098,3.534680882044651,-0.22360018528921144,2.8371380579593857,-6.222633644069679,3.699935034353517,-0.3234052590980382,-0.31155939403895605,0.6148006671692567,-1.4250219261872488,-2.550059371495582]
s3://ad-p8-24/Test/Kiwi/79_100.jpg	Kiwi	[-3.3842405092618577,8.94983543986984,-9.601649049703544,0.25538486979653563,-0.04152941635397301,-6.789994984421037,-4.134288707164813,-5.940281731346535,3.5608096233111626,-0.5598871813111689,-1.6221785885537146,-0.011624862577427973,-3.226688727573667,5.1064458568728694,-2.9038969846699825]
s3://ad-p8-24/Test/Potato Sweet/r_78_100.jpg	Potato Sweet	[-7.13813328434534,8.672495065209445,-7.78095552759803,3.0850888880399068,7.757105115998712,4.057789604572963,-6.440845891335256,-0.4419605071467804,4.98345734322931,5.612398317095162,-2.41089878499468,5.843582834352872,-3.0407459156413474,-1.9495124374584367,-1.8034469849634076]
s3://ad-p8-24/Test/Tomato Heart/204_100.jpg	Tomato Heart	[6.615183194231782,-9.580213946220763,-2.3752405668301644,-2.4604009969235006,3.6951209162313488,6.703392348613269,1.564141196548103,-0.029794722857547775,-0.7018181582341754,-2.9887762317528357,-3.88165589868704,-2.027970809518561,4.1964223087948245,0.5981941630182421,-1.447285809975347]
s3://ad-p8-24/Test/Potato White/r_137_100.jpg	Potato White	[4.678067616848068,12.200221918232819,-6.023076979364756,3.3919979718205377,2.051763192661843,-1.0657296447226008,-0.3390818447760936,-2.16063986509743,-2.8403738496475466,0.8544709208897998,-6.385142235356687,4.043939672225427,-2.207996752755967,1.5166144981159724,-2.7911121029461854]
s3://ad-p8-24/Test/Strawberry Wedge/115_100.jpg	Strawberry Wedge	[-4.835303292342163,-0.019971912344039285,2.445695894806522,-18.01350662080167,-0.6117288160899119,-11.663940208511464,3.8875896360360382,-1.3559307581404871,-4.729438825463341,-3.225171852334539,-2.6122725742279713,-2.1762883329809255,0.013489381770541356,6.199453773704995,3.6882771572837334]
s3://ad-p8-24/Test/Lemon Meyer/175_100.jpg	Lemon Meyer	[9.721522924053922,6.63851779478613,7.8058019299287835,-1.788906341823592,-5.472754992866622,-4.738791636990661,0.2386031929441017,-0.761596355089712,3.148885215422927,0.5034758192006953,10.981409173715948,2.637978878420746,2.3461486046209825,-4.396034378320729,0.8555171707364538]
s3://ad-p8-24/Test/Melon Piel de Sapo/r_119_100.jpg	Melon Piel de Sapo	[-10.48513015275506,5.888215185672952,-17.448912175596128,6.414767970447547,3.4358451629760984,-5.273496700013562,-5.941624368484708,-1.509755807185257,1.9470027985243392,-3.850815028686774,-0.46245900352900926,-3.065269714618691,3.3849929450043503,5.2389129299914385,0.22476498076302148]
s3://ad-p8-24/Test/Ginger Root/r_68_100.jpg	Ginger Root	[-16.813975346721023,2.1499929614866033,-1.3320704069654372,0.7191314998189012,-1.5835225344281696,8.960027454790314,-8.215977891598145,-0.7865280756517325,12.102578417967447,11.864436729365751,-3.6422809085877117,12.85363795254925,-2.4556648504194576,-6.496738034699798,-2.9107820335782133]
s3://ad-p8-24/Test/Potato White/r_140_100.jpg	Potato White	[4.228550514199825,13.06873710557151,-3.9555880464370357,3.3569621482482375,2.3918019888921136,0.6341422826730392,-0.18671746266510283,-2.222825049668936,-2.76751139643494,3.528380300075589,-6.0703649928193455,4.316173800775688,-4.620985363167995,2.3040305604435547,-0.8721659957858333]
s3://ad-p8-24/Test/Grapefruit Pink/r_69_100.jpg	Grapefruit Pink	[13.361150859269845,0.8852908321862363,7.059161708613969,1.9614620763710267,-0.8549939325307309,-3.8150300993811586,-4.455487810572435,3.931836937762487,6.262591350752562,1.5633979416877672,7.351848262803542,-1.6913979542881894,-0.2635733326441787,-5.378257317537534,-0.34030765710781224]
s3://ad-p8-24/Test/Grapefruit White/69_100.jpg	Grapefruit White	[10.603861708939137,8.072813795180217,5.046729493754832,5.991426721508768,-7.287603443385531,0.6064884468640831,1.4577811968201395,0.4198613630038607,0.7907849858011811,-1.0155992234535856,0.11899560706800229,-2.0049631784812574,0.08256687105430696,-1.7383054905475999,-0.3590845882227575]
s3://ad-p8-24/Test/Pepper Green/r_59_100.jpg	Pepper Green	[-6.614306219775628,-11.122002538279268,-0.21297278061955346,3.7996318084899685,-7.265602520657534,9.516755936605925,10.556096015911718,-7.744904844469163,0.03557189181325178,3.7911683797838696,1.19178332286312,4.220233662844522,-1.6922225362069938,2.9196573129890107,0.0709499083966427]
s3://ad-p8-24/Test/Onion Red Peeled/83_100.jpg	Onion Red Peeled	[-0.24600047721293722,-7.0136595044233365,-3.3365069774272116,1.3623068980288524,15.796214944818988,1.2418832645859912,7.05142188579941,3.1428674021191707,-0.9407524062213286,-3.229896268349493,-6.421317675806853,-0.8294187351201694,3.129011557364844,-4.595116448032105,0.2062175566234985]
s3://ad-p8-24/Test/Pepper Red/3_100.jpg	Pepper Red	[-0.9508166160707885,-12.058123830087368,3.165788412149646,-6.7367582800351675,-5.68735224288123,2.6957695693427177,2.2754251878579073,-10.684754931376304,2.699969005715066,-0.7504441565857377,2.410507844545013,5.014685405837224,-2.966158773238544,6.000988761393895,3.708949376145659]
s3://ad-p8-24/Test/Pepper Red/r2_213_100.jpg	Pepper Red	[3.2813154879708746,-10.805334334148023,-0.7654725356343195,-2.5109613684323637,-2.091566745791166,6.225670925018249,0.31854093541374656,-9.593419189847076,-1.616859345097835,-3.347458972740004,0.33392512994624896,-0.23514814060190192,-2.830719946827162,1.594144944091412,0.08805670577122214]
s3://ad-p8-24/Test/Pear Stone/270_100.jpg	Pear Stone	[-7.260313544397165,9.32439127644141,-5.036595351962382,-5.068609727929817,8.201040324022424,0.7989426334556421,-6.296752369629643,-11.108110045613223,3.6458463863531363,10.246341115984094,0.20715728162907412,3.3665846491227285,5.359667167200085,3.572857603488336,-5.107451026158273]
s3://ad-p8-24/Test/Blueberry/r_230_100.jpg	Blueberry	[-7.021174475559263,-6.089588184118325,-20.27128449509922,7.426738090192478,-2.329528321997914,6.800728619158421,-1.3180207670771897,10.678363438431395,0.7424561893324985,3.0093954033130985,16.5588356079843,1.8013604178035187,3.89543349396151,3.8421303749074496,-0.9169501602812281]
s3://ad-p8-24/Test/Apple Braeburn/71_100.jpg	Apple Braeburn	[13.346434733301804,-4.148527507825545,3.061263418273119,-6.759105866208972,3.8774153355411776,-2.6397859049195795,1.6179365144201416,-0.0945563349227382,-7.038459146097193,2.6391157270595227,0.6863673598239965,1.6413925906907918,2.594554819148854,0.2621467472944084,-2.6664681375925503]
s3://ad-p8-24/Test/Huckleberry/299_100.jpg	Huckleberry	[-3.4295330297897757,-8.744535881323133,-10.90203085361674,-0.6480449888312202,-6.415193787139649,5.503047414350376,7.586214621703511,-0.10697963936365423,-0.34594051985555574,-0.9347179778079087,3.9196827107441514,5.4987911328575025,3.419961819273301,-3.0031261612117235,-1.4454697137958612]
s3://ad-p8-24/Test/Strawberry Wedge/r_112_100.jpg	Strawberry Wedge	[-2.499424823758614,0.9160519865903831,4.486787970016742,-13.175916452041363,-3.625340574997432,1.2765116919078099,3.8181941365582865,-0.9386832114428755,-4.6446053433740415,0.18669234407692134,1.841884979272474,-1.8349954791158833,1.7828935481416197,1.3540213224762465,8.694515243868624]
s3://ad-p8-24/Test/Cucumber Ripe 2/r_170_100.jpg	Cucumber Ripe 2	[8.467092729520399,11.025414624866956,3.00088049216625,3.8523966553902693,0.7364025313441076,2.0921507614432664,0.32843862593600626,3.674401836718766,-1.4603684782213435,-0.9323199725147031,-0.7194725140754334,-1.3996463161540795,-3.2938927289591517,-1.2912944181495676,-1.5537125990474363]
s3://ad-p8-24/Test/Strawberry Wedge/r_110_100.jpg	Strawberry Wedge	[-2.0686422499494017,1.2171666889617736,4.431087557306628,-13.046112740655412,-3.1889316870764817,1.1533515542471267,3.352980406815649,-0.4033417570838666,-4.714977401248638,0.6706500550087173,1.7603665914255933,-1.710009260534693,1.3078838191762223,1.49457783670526,8.905497311906105]
s3://ad-p8-24/Test/Watermelon/270_100.jpg	Watermelon	[-11.124386256551649,7.112303502460501,-3.7503702967522976,-1.5279317853591874,-1.0643657661690513,2.6398676152287264,-2.7198016664888445,0.9762751108681927,5.617063386494202,-7.692519256658859,-1.6228034051398592,-5.023366578906459,17.393030499567285,5.068367764340086,7.691832642594567]
s3://ad-p8-24/Test/Watermelon/142_100.jpg	Watermelon	[-7.298813869164483,7.639092206055521,-5.417339014149289,-2.269832235275286,-0.7616215956683724,1.8322740808943843,-0.7202957877810146,1.6982243377024497,3.3272327330313125,-4.165573682685569,-5.223670715728685,-1.4402113689627678,13.390811453263746,4.658076978911902,9.389455927453492]
s3://ad-p8-24/Test/Raspberry/227_100.jpg	Raspberry	[-2.222447273402429,1.0088756245308739,1.6058080918045825,-17.228633242376652,-5.153885500351835,-4.921239324487264,-1.4539107671329121,-7.545908090155998,-7.107568440510032,2.593068420064852,0.8925411142997357,-2.9979796176833133,5.0375114755068475,5.496376520673804,3.7318022454296718]
s3://ad-p8-24/Test/Cauliflower/r2_205_100.jpg	Cauliflower	[-4.236788996003916,5.127318933539813,1.4686686834315248,-9.908257405236078,-13.163398640793964,-0.6372904254018106,-4.6686646752114065,-3.1813858971583158,-1.2823401671685368,10.145865846665108,-5.546720787479556,8.174211894004562,2.8713097846128526,-3.646164970186573,7.740657331969139]
s3://ad-p8-24/Test/Pineapple/268_100.jpg	Pineapple	[-11.799645998826827,6.255830396006265,-2.2873345688567484,-13.456496312166133,-11.184093758965455,-3.4856559160941507,-3.1632764810182974,2.5981044153416804,-6.312729584799489,9.2993354746358,-8.211864828451137,-8.29458319087096,-2.243327364664862,-5.4763960901215185,-3.100869487791316]
